x y
1410.700646075238 896.22894799358
1389.0410108799078 908.6524641638085
798.267598920913 1487.4155648993678
1289.4209692609882 102.11926728961204
105.89496032559282 1188.4425317919565
791.3115207438427 1497.4375935198175
95.90724268665203 1195.0149164339168
1399.947153663324 914.9872004322808
1292.8201278064735 97.59714780805864
807.922177748833 1509.1943674368965
104.1062040830133 1185.8954067239754
91.2167592868971 1209.4123723938487
108.3342938857597 1196.9366366797192
805.8275099449701 1505.3515085454364
1294.0113082705802 103.53580358596253
1310.567630593013 98.76274536016098
1408.899656454049 890.4587076189833
802.9917576392235 1493.3563122534201
1287.0772716603317 107.70329943651045
1315.588767105567 102.04404918675084
1407.4866501049496 904.0174050064386
1401.624714042834 897.5543032596963
974.6282919371929 1408.0867440957106
93.23384018865339 1207.985744223229
1001.0296755002373 1399.8504245800295
1004.1468066743679 1401.535736211931
90.23299924389852 1187.989409807979
1293.5812818955271 107.86339663660591
99.98127281214518 1200.6126161539194
994.5188957165981 1400.542508038226
1009.6983333877988 1405.0756942945795
994.1128611606578 1411.436335959067
999.4441225965675 1413.5905365485125
791.556445253411 1495.5493050150217
95.81155542175766 1196.139292365443
817.0511070317286 1500.2091997105201
1295.4838546921333 106.89700991089875
1394.3973715899085 891.9419438852431
986.0411366059587 1396.666317106403
802.8573031471852 1492.0910326860187
1296.023662016888 95.24398318779531
1001.336508589387 1397.872289518291
1389.7247221240177 881.6846100966915
90.75185344258612 1201.3708818238515
1303.126497009045 92.88616078354734
810.1809250494284 1506.6587787953652
1385.15630537585 889.6294792876232
1416.3894655886652 894.6380112883226
993.6406255519433 1398.7928103625795
795.9499325711215 1494.0004101279656
